6.859943349526435030e-01,5.511503357322298235e-01,2.895286511159343990e-01
9.824864664561900884e-01,2.533844756063315939e-01,9.323618653255527633e-02
5.982339866852963706e-01,2.353433919970381316e-01,2.906047519564558534e-01
2.193526786140417295e-01,4.133637173730224657e-01,2.827989662003719262e-01
7.572314278925871278e-01,1.332431565865795919e-01,3.893697851878584748e-01
3.393878826486083078e-01,2.672958521290282885e-01,7.080021119689393627e-01
9.831492579051767100e-01,4.572379909375992035e-01,5.931139021395148703e-02
5.355507765051995550e-01,4.156934198279675918e-01,1.138730712699231873e-02
6.870657502980611619e-01,3.135947395069043075e-01,7.064477155439381484e-01
2.654288728527475216e-01,9.618938964835122007e-03,7.155163864160480891e-01
8.378644300867086336e-01,5.826405761964229546e-01,7.729043408818248029e-01
8.385405149008697823e-01,1.275504334451089683e-01,9.113405478101129775e-01
2.253241948657690452e-01,6.197132025745631934e-01,8.656676745897318170e-01
3.105368148142328977e-03,6.253027946711138263e-01,1.943285318351224422e-01
9.729777820053899795e-01,1.562032226094189902e-01,4.645071748160096714e-01
3.833032949589008087e-01,8.522738736629712486e-01,9.747537381919634258e-01
7.740226992109985327e-01,7.431007935540875353e-01,6.781620762588758122e-02
7.099322746167635589e-02,4.635442235341872275e-01,7.241697827689469458e-01
7.172408782832950802e-02,8.489223456509106258e-01,5.363562215606044736e-01
5.027578831945692661e-01,6.123124728663211780e-01,1.880678406654212598e-02
3.654738791160960787e-02,5.617545557409876489e-01,2.595157275311857914e-01
2.647718434375562202e-01,9.170304808747588021e-01,2.542537345845935493e-01
8.056905666242886177e-02,2.117640949510436466e-01,7.121570694817215275e-01
5.453080958992828631e-01,3.041542155081582433e-01,2.354560200008722903e-01
9.669701358286143522e-01,6.480632536401542687e-02,3.222793971556570103e-01
9.062452798155700151e-01,2.128336007726002732e-01,7.430089770387025006e-01
1.927104979739920898e-01,1.750014026432320513e-01,9.990594198921565194e-02
2.609493745853175284e-03,6.700445864749470237e-01,1.567745576539621988e-01
6.094048558730239540e-01,3.812815524913879539e-01,1.577636344018162884e-02
5.198418904446855393e-02,3.026290570939444979e-01,5.474923622840492943e-01
9.934739805641660260e-01,2.598495845445680796e-02,4.605831932830337649e-01
3.750915234364755602e-01,9.723449735370753855e-01,2.025272873338448409e-01
9.053886382286908674e-01,7.695476400999157196e-02,1.670372080232673806e-02
6.429972763029671023e-01,8.618977968580764371e-01,5.144967945205006776e-01
7.435492881939609333e-02,8.506375955580421921e-01,9.979269016026188766e-01
2.681880748409757320e-01,2.605762696577400561e-01,8.061546465838160813e-01
8.159851881546718033e-01,6.998106165520535660e-01,4.482577071964434223e-01
5.595953006301892518e-01,4.331883920900245766e-01,1.779592454786729228e-01
9.939206786293374174e-01,4.086230965241751667e-01,4.713960066195492793e-01
3.807992014398338121e-01,9.137238669920725309e-01,1.236957933912546936e-01
8.154390443411956291e-01,1.954267775567223309e-01,1.644726503536955153e-01
8.097893343135798006e-01,8.918616630178728411e-01,4.351024372871037382e-02
7.239424457487984021e-01,7.101044577699531235e-01,9.265021623148129715e-01
4.838561900355975443e-02,2.126589494711815798e-01,4.634778382544213482e-02
4.674881324003918870e-01,7.049953320074999752e-01,1.883464694898580039e-01
9.019091580061333602e-02,3.329183437805804946e-01,5.532186171418340681e-02
6.837572072774366072e-01,4.050683388309817001e-01,1.836007242120627492e-01
1.604364147968678767e-01,8.817212585590727958e-02,5.626984640133839699e-01
9.736065766941113253e-01,8.790636220172880488e-01,7.986298905204836096e-01
8.819525499678126934e-03,5.783383894121444380e-01,1.548051639717412664e-01
2.661477068588142814e-01,2.067551950778475645e-01,5.038925915486021090e-01
3.988847267923276707e-01,4.794266605646746449e-02,3.158811551497142656e-01
7.445164474662606668e-01,3.330692533007802991e-01,2.466440320385180351e-01
9.505258815698865993e-01,6.722109205544913868e-01,8.137453764651225718e-01
1.472471076503047982e-01,7.467699591935196279e-01,4.497518791381990289e-01
3.640105473236403544e-01,7.592832548909547175e-01,3.358498001866481175e-01
5.520934543803602823e-01,4.215624104912392145e-01,3.855884421560019648e-01
9.178598773146852130e-01,6.159841272520766298e-01,8.572068258565551657e-01
7.503017739491569804e-01,7.647898703820361632e-01,7.926742574626333138e-02
8.836395596064193780e-01,2.891509131889246076e-01,2.319829190150551890e-01
9.205859132991567328e-01,6.345331436809743542e-01,7.965462137869712134e-01
5.954269792707354014e-01,4.964119226337951885e-01,4.441052562915760449e-01
6.142222834280773869e-01,9.146993872452067187e-01,7.330250336116567178e-01
4.121059448708046524e-01,3.118675537742795489e-01,5.822785939435655145e-01
2.346259038108914341e-01,4.506712644333318307e-01,6.350783238209258830e-01
5.951933982393595723e-01,6.308617567301615381e-01,3.347275414066993582e-01
3.691980390158150493e-01,4.724190707611368722e-01,3.357830168600252074e-01
7.314315994131627141e-01,1.931145097958962831e-01,9.339344876373090187e-02
3.743048996744237078e-01,3.321114982312820540e-01,3.143811952360573425e-01
4.343779637436706587e-01,5.700875594368393084e-01,2.803830379228650083e-01
5.970145295928110940e-01,7.155781985299927150e-01,8.764132240202380242e-01
3.146565583792607645e-01,1.157908937233880220e-01,9.197050200798017050e-01
2.227519526141731321e-01,8.456338368521617577e-01,7.797514141571033619e-01
8.315590130578379702e-01,7.324386178241325540e-01,6.300033969408507240e-01
3.577427414666247696e-01,7.285048521346781936e-01,5.978572698238019401e-01
2.013078429718521134e-01,2.628528496441617790e-02,4.912492423548665554e-01
2.873134613895544920e-01,7.069299216703780475e-01,7.847689534717898763e-01
1.133690754431001535e-01,1.670744714443495038e-02,4.886374144999313662e-01
3.476099747499471482e-01,8.314349828030687117e-02,6.061538467136666775e-01
8.344195443669307766e-01,2.301539112090721373e-01,8.969753991391982151e-02
1.439146117182279472e-01,6.358824408111400928e-01,2.991423872072256351e-01
3.023412793526248921e-01,6.224682089845798849e-01,7.880301288473884336e-01
2.777149543512951180e-01,1.473223401051085846e-01,8.503919855700825536e-02
1.493720367140350946e-01,3.689434036738381550e-02,6.470703599274839624e-01
5.779438456087151454e-01,4.639144818038800633e-01,4.282784742322930382e-01
